source_ip,destination_ip,source_port,destination_port,protocol,packet_size,packet_count,flow_duration,tcp_flags,connection_frequency,connection_density,reputation_score,label,attack_category
192.168.1.100,185.156.177.5,30302,443,TCP,1480,474,54.6588,A,2.0,1.0,94,1,Malware
192.168.1.99,203.0.113.18,36194,443,TCP,400,7,3.2879,A,9.0,4.0,3,0,Normal
203.0.113.12,192.168.1.15,45607,80,TCP,2340,12,1.7831,PA,5.0,1.0,28,1,SQL Injection
192.168.1.88,203.0.113.32,4807,443,TCP,1010,20,6.7309,A,5.0,1.0,12,0,Normal
192.0.2.89,192.168.1.10,17700,6942,TCP,64,2,0.0703,S,327.0,53.0,79,1,Port Scan
192.0.2.89,192.168.1.251,59627,0,ICMP,32,2,0.0193,,58.0,38.0,64,1,Reconnaissance
192.0.2.89,192.168.1.10,25642,1944,TCP,64,1,0.0993,S,251.0,83.0,54,1,Port Scan
192.168.1.99,198.51.100.42,48724,8080,TCP,197,8,1.6644,PA,25.0,1.0,97,1,Botnet
192.168.1.68,203.0.113.20,23709,53,UDP,628,7,1.8929,,2.0,1.0,13,0,Normal
192.168.1.10,203.0.113.38,41323,8080,TCP,96,27,2.4143,A,2.0,1.0,1,0,Normal
192.168.1.34,203.0.113.24,30281,80,TCP,1440,22,7.0358,A,1.0,2.0,1,0,Normal
192.168.1.81,203.0.113.46,27386,443,UDP,543,17,5.4022,,1.0,2.0,9,0,Normal
192.168.1.36,203.0.113.46,16370,80,TCP,1243,29,3.1958,A,10.0,3.0,7,0,Normal
192.168.1.53,203.0.113.24,20800,443,TCP,1416,7,5.2173,A,7.0,3.0,8,0,Normal
192.168.1.100,185.156.177.5,5018,443,TCP,1376,74,56.7873,A,4.0,1.0,97,1,Malware
203.0.113.195,192.168.1.50,35395,80,TCP,124,2006,0.4374,S,430.0,1.0,94,1,DDoS
192.168.1.11,203.0.113.24,57223,443,TCP,359,25,8.0597,A,1.0,5.0,13,0,Normal
192.168.1.30,203.0.113.18,64448,80,ICMP,1205,16,5.3046,,7.0,2.0,8,0,Normal
192.168.1.99,198.51.100.42,14349,8080,TCP,285,8,1.6759,PA,13.0,1.0,94,1,Botnet
198.51.100.42,192.168.1.50,25742,80,TCP,90,4427,1.3173,S,540.0,1.0,94,1,DDoS
192.168.1.55,203.0.113.32,63743,80,TCP,497,3,9.3722,A,2.0,4.0,7,0,Normal
192.168.1.42,203.0.113.10,46612,80,TCP,482,22,3.9724,A,4.0,5.0,10,0,Normal
192.0.2.89,192.168.1.10,51848,5893,TCP,64,3,0.0884,S,288.0,56.0,75,1,Port Scan
192.168.1.31,203.0.113.39,65335,80,TCP,1025,26,7.6187,A,6.0,2.0,11,0,Normal
192.168.1.24,203.0.113.34,21531,443,TCP,157,16,5.6296,A,4.0,2.0,0,0,Normal
192.168.1.70,203.0.113.3,18114,8080,TCP,1260,20,5.7956,A,7.0,3.0,4,0,Normal
203.0.113.12,192.168.1.15,13881,80,TCP,3801,9,2.9163,PA,7.0,1.0,33,1,SQL Injection
203.0.113.7,192.168.1.15,33175,80,TCP,3800,13,0.9601,PA,6.0,1.0,30,1,SQL Injection
198.51.100.42,192.168.1.50,63757,80,TCP,81,3878,1.2796,S,436.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.50,47369,80,TCP,126,4458,0.122,S,744.0,1.0,98,1,DDoS
203.0.113.195,192.168.1.50,1800,80,TCP,119,4614,1.2286,S,383.0,1.0,88,1,DDoS
192.0.2.89,192.168.1.10,61189,5808,TCP,64,2,0.0797,S,90.0,73.0,80,1,Port Scan
198.51.100.42,192.168.1.50,27633,80,TCP,75,759,0.6674,S,586.0,1.0,100,1,DDoS
198.51.100.42,192.168.1.50,4701,80,TCP,76,3213,1.3527,S,243.0,1.0,92,1,DDoS
203.0.113.195,192.168.1.20,14879,3389,TCP,147,39,3.7377,PA,65.0,1.0,81,1,Brute Force
203.0.113.195,192.168.1.50,12778,80,TCP,73,3762,0.519,S,777.0,1.0,92,1,DDoS
203.0.113.34,192.168.1.15,38162,80,TCP,2121,7,1.752,PA,4.0,1.0,11,1,SQL Injection
192.0.2.89,192.168.1.10,7425,5348,TCP,64,1,0.0638,S,451.0,78.0,65,1,Port Scan
192.168.1.35,203.0.113.8,15975,22,TCP,1196,14,9.412,A,7.0,2.0,12,0,Normal
192.168.1.23,203.0.113.14,6640,443,TCP,1330,27,2.9608,A,4.0,1.0,2,0,Normal
192.168.1.50,203.0.113.47,18585,80,TCP,842,7,7.1197,A,3.0,4.0,10,0,Normal
198.51.100.42,192.168.1.50,24662,80,TCP,77,2709,0.2855,S,391.0,1.0,98,1,DDoS
192.168.1.14,203.0.113.1,30439,22,TCP,1200,20,5.1293,A,2.0,1.0,2,0,Normal
192.0.2.89,192.168.1.10,24218,4782,TCP,64,2,0.0394,S,93.0,96.0,78,1,Port Scan
192.168.1.83,203.0.113.29,37693,80,TCP,1235,10,5.2158,A,7.0,2.0,4,0,Normal
192.168.1.29,203.0.113.8,18647,443,UDP,613,12,4.9363,,2.0,2.0,13,0,Normal
198.51.100.42,192.168.1.50,19109,80,TCP,127,2520,0.9313,S,400.0,1.0,99,1,DDoS
203.0.113.195,192.168.1.50,8034,80,TCP,120,3199,0.5686,S,866.0,1.0,89,1,DDoS
203.0.113.195,192.168.1.20,20713,3389,TCP,229,15,4.8749,PA,67.0,1.0,95,1,Brute Force
192.0.2.89,192.168.1.145,64447,410,UDP,64,1,0.0344,,80.0,11.0,69,1,Reconnaissance
198.51.100.42,192.168.1.50,62822,80,TCP,81,4590,0.9867,S,447.0,1.0,93,1,DDoS
192.168.1.62,203.0.113.24,44190,80,TCP,930,7,7.8929,A,2.0,4.0,15,0,Normal
192.168.1.99,198.51.100.42,39181,8080,TCP,192,10,1.4331,PA,44.0,1.0,99,1,Botnet
192.168.1.53,203.0.113.38,42847,443,TCP,287,5,7.6919,A,6.0,2.0,1,0,Normal
192.168.1.89,203.0.113.42,37935,443,TCP,1451,23,6.471,A,6.0,4.0,3,0,Normal
192.0.2.89,192.168.1.10,1715,7304,TCP,64,2,0.0397,S,445.0,93.0,68,1,Port Scan
192.168.1.43,203.0.113.1,46272,80,UDP,372,19,3.4562,,1.0,4.0,3,0,Normal
203.0.113.195,192.168.1.20,20385,3389,TCP,244,20,4.1371,PA,96.0,1.0,95,1,Brute Force
203.0.113.46,192.168.1.15,23850,80,TCP,1983,9,2.5255,PA,2.0,1.0,10,1,SQL Injection
192.168.1.100,45.227.254.3,56675,443,TCP,1281,332,23.2044,A,4.0,1.0,92,1,Malware
198.51.100.42,192.168.1.50,16218,80,TCP,89,739,0.7294,S,639.0,1.0,97,1,DDoS
192.0.2.89,192.168.1.138,1315,0,ICMP,32,1,0.0189,,35.0,39.0,47,1,Reconnaissance
192.168.1.13,203.0.113.38,18217,443,TCP,1066,24,5.2819,A,6.0,5.0,12,0,Normal
192.168.1.32,203.0.113.19,41086,22,UDP,1266,15,1.1512,,6.0,4.0,5,0,Normal
203.0.113.21,192.168.1.15,54353,80,TCP,2282,10,1.0964,PA,2.0,1.0,15,1,SQL Injection
192.168.1.30,203.0.113.19,25488,443,TCP,353,25,5.1131,A,7.0,5.0,4,0,Normal
192.168.1.44,203.0.113.44,38694,80,TCP,930,15,1.8657,A,9.0,2.0,5,0,Normal
192.168.1.87,203.0.113.10,33113,80,TCP,351,12,1.8791,A,8.0,5.0,1,0,Normal
192.0.2.89,192.168.1.10,57746,6704,TCP,64,3,0.0497,S,413.0,78.0,65,1,Port Scan
203.0.113.195,192.168.1.20,11985,22,TCP,185,18,3.1504,PA,51.0,1.0,94,1,Brute Force
192.168.1.24,203.0.113.43,38094,443,TCP,1078,26,5.5018,A,2.0,5.0,3,0,Normal
192.0.2.89,192.168.1.10,18580,7232,TCP,64,3,0.0226,S,267.0,56.0,73,1,Port Scan
203.0.113.195,192.168.1.20,55423,3389,TCP,150,21,2.7563,PA,45.0,1.0,87,1,Brute Force
192.168.1.100,185.156.177.5,14778,443,TCP,1271,365,48.1667,A,2.0,1.0,97,1,Malware
192.168.1.36,203.0.113.29,4914,443,TCP,782,21,5.3275,A,10.0,5.0,5,0,Normal
203.0.113.195,192.168.1.20,22234,3389,TCP,233,14,4.6751,PA,65.0,1.0,84,1,Brute Force
192.168.1.84,203.0.113.7,46992,22,ICMP,335,30,2.5043,,6.0,2.0,12,0,Normal
192.168.1.99,198.51.100.42,33101,8080,TCP,262,4,1.6097,PA,15.0,1.0,96,1,Botnet
203.0.113.195,192.168.1.50,34815,80,TCP,64,3181,1.3165,S,950.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.50,48926,80,TCP,118,2284,1.2548,S,706.0,1.0,93,1,DDoS
192.168.1.24,203.0.113.10,22183,443,TCP,644,29,3.3842,A,10.0,2.0,15,0,Normal
192.168.1.33,203.0.113.16,52686,53,TCP,1461,13,7.6249,A,1.0,1.0,14,0,Normal
203.0.113.195,192.168.1.50,2091,80,TCP,102,1580,0.3226,S,480.0,1.0,87,1,DDoS
192.168.1.45,203.0.113.10,43923,80,TCP,576,14,0.8334,A,3.0,1.0,12,0,Normal
192.168.1.42,203.0.113.21,42023,80,TCP,1496,12,7.5548,A,7.0,1.0,3,0,Normal
192.168.1.80,203.0.113.32,1095,443,TCP,1040,9,0.7886,A,10.0,2.0,14,0,Normal
203.0.113.195,192.168.1.50,1632,80,TCP,73,4413,0.4205,S,291.0,1.0,88,1,DDoS
192.168.1.51,203.0.113.39,7787,443,TCP,816,13,8.8111,A,3.0,4.0,4,0,Normal
192.0.2.89,192.168.1.10,43070,7211,TCP,64,2,0.0725,S,371.0,97.0,54,1,Port Scan
198.51.100.42,192.168.1.50,61310,80,TCP,79,1646,0.9254,S,593.0,1.0,96,1,DDoS
203.0.113.39,192.168.1.15,64151,80,TCP,4066,8,2.0025,PA,7.0,1.0,29,1,SQL Injection
192.168.1.14,203.0.113.44,19696,80,TCP,1478,27,0.278,A,5.0,2.0,6,0,Normal
192.168.1.59,203.0.113.3,50034,22,TCP,669,15,6.4652,A,4.0,4.0,12,0,Normal
192.168.1.79,203.0.113.2,8412,443,TCP,1087,10,6.3844,A,2.0,5.0,0,0,Normal
192.0.2.89,192.168.1.45,24688,0,ICMP,32,2,0.0478,,19.0,11.0,44,1,Reconnaissance
192.168.1.78,203.0.113.13,1927,80,TCP,505,11,0.4079,A,1.0,4.0,9,0,Normal
198.51.100.42,192.168.1.50,42218,80,TCP,83,4895,0.4885,S,517.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.20,34532,22,TCP,239,19,3.9198,PA,138.0,1.0,87,1,Brute Force
192.168.1.100,185.156.177.5,4818,443,TCP,1289,208,11.5694,A,2.0,1.0,96,1,Malware
192.0.2.89,192.168.1.10,1767,2736,TCP,64,2,0.0136,S,449.0,67.0,73,1,Port Scan
192.168.1.25,203.0.113.12,59116,22,UDP,124,6,3.3568,,7.0,3.0,2,0,Normal
192.0.2.89,192.168.1.10,18256,909,TCP,64,2,0.0861,S,135.0,73.0,55,1,Port Scan
192.168.1.82,203.0.113.1,17743,53,TCP,274,27,8.9437,A,2.0,2.0,0,0,Normal
192.168.1.77,203.0.113.18,3910,443,TCP,89,30,2.4531,A,8.0,3.0,12,0,Normal
192.168.1.95,203.0.113.37,61331,443,UDP,430,7,9.3123,,1.0,5.0,13,0,Normal
192.168.1.47,203.0.113.18,15737,443,TCP,572,13,4.1684,A,6.0,3.0,2,0,Normal
198.51.100.42,192.168.1.50,38480,80,TCP,69,4725,1.4357,S,270.0,1.0,99,1,DDoS
192.0.2.89,192.168.1.10,57780,6045,TCP,64,1,0.0299,S,451.0,69.0,73,1,Port Scan
192.168.1.29,203.0.113.18,41834,443,TCP,1014,10,3.6891,A,8.0,2.0,7,0,Normal
203.0.113.195,192.168.1.50,10891,80,TCP,64,3244,1.1625,S,585.0,1.0,94,1,DDoS
198.51.100.42,192.168.1.50,7836,80,TCP,99,1666,0.2302,S,437.0,1.0,98,1,DDoS
192.168.1.17,203.0.113.21,46954,443,TCP,1002,14,9.7458,A,2.0,5.0,3,0,Normal
192.168.1.69,203.0.113.12,34147,8080,TCP,1369,7,8.2014,A,2.0,5.0,1,0,Normal
192.168.1.27,203.0.113.88,29531,80,TCP,362,10,0.7886,PA,5.0,1.0,62,1,Phishing
192.168.1.52,203.0.113.2,62860,80,UDP,342,9,7.8016,,10.0,1.0,4,0,Normal
203.0.113.195,192.168.1.50,7948,80,TCP,121,2200,0.5316,S,471.0,1.0,88,1,DDoS
192.168.1.40,203.0.113.15,6949,443,TCP,1469,8,3.0491,A,10.0,1.0,6,0,Normal
192.0.2.89,192.168.1.174,55807,0,ICMP,32,2,0.0137,,32.0,11.0,65,1,Reconnaissance
192.168.1.13,203.0.113.4,57031,443,TCP,1202,17,7.4833,A,4.0,1.0,14,0,Normal
192.0.2.89,192.168.1.103,7702,763,UDP,64,1,0.0295,,43.0,14.0,41,1,Reconnaissance
203.0.113.195,192.168.1.50,5249,80,TCP,69,1503,1.4192,S,251.0,1.0,90,1,DDoS
192.168.1.36,203.0.113.28,61587,443,TCP,951,21,8.2186,A,7.0,4.0,0,0,Normal
192.168.1.14,203.0.113.2,26106,443,TCP,937,24,1.7363,A,4.0,2.0,8,0,Normal
192.168.1.30,203.0.113.10,19364,443,TCP,368,17,0.3561,A,10.0,5.0,7,0,Normal
192.168.1.99,198.51.100.42,43444,8080,TCP,171,4,0.8277,PA,36.0,1.0,93,1,Botnet
203.0.113.195,192.168.1.20,43140,3389,TCP,219,35,2.9187,PA,130.0,1.0,95,1,Brute Force
192.168.1.30,203.0.113.26,23570,443,TCP,1092,21,3.2228,A,5.0,2.0,0,0,Normal
192.168.1.91,203.0.113.40,21921,80,UDP,512,22,0.3027,,5.0,1.0,15,0,Normal
203.0.113.195,192.168.1.20,35720,3389,TCP,189,31,2.0661,PA,134.0,1.0,81,1,Brute Force
203.0.113.1,192.168.1.15,51096,80,TCP,2768,7,1.9813,PA,8.0,1.0,33,1,SQL Injection
203.0.113.195,192.168.1.20,46743,22,TCP,176,28,4.3468,PA,133.0,1.0,95,1,Brute Force
203.0.113.195,192.168.1.20,36552,22,TCP,184,29,1.0797,PA,91.0,1.0,80,1,Brute Force
203.0.113.195,192.168.1.50,22764,80,TCP,66,987,0.3068,S,921.0,1.0,89,1,DDoS
192.0.2.89,192.168.1.87,51772,0,ICMP,32,2,0.0168,,30.0,37.0,71,1,Reconnaissance
192.168.1.99,198.51.100.42,43568,8080,TCP,270,5,1.219,PA,21.0,1.0,96,1,Botnet
192.168.1.92,203.0.113.88,21131,80,TCP,216,14,0.4367,PA,7.0,1.0,79,1,Phishing
203.0.113.195,192.168.1.50,15500,80,TCP,94,1137,0.5855,S,527.0,1.0,90,1,DDoS
203.0.113.195,192.168.1.20,42717,3389,TCP,181,18,1.9982,PA,38.0,1.0,91,1,Brute Force
192.0.2.89,192.168.1.10,17844,6876,TCP,64,1,0.0886,S,302.0,74.0,61,1,Port Scan
192.168.1.50,203.0.113.25,36808,443,TCP,271,15,8.2898,A,10.0,2.0,5,0,Normal
192.168.1.30,203.0.113.36,30599,8080,TCP,132,5,2.9561,A,6.0,3.0,3,0,Normal
192.168.1.62,203.0.113.32,5886,443,ICMP,412,13,8.8804,,3.0,1.0,2,0,Normal
192.0.2.89,192.168.1.10,23171,9951,TCP,64,2,0.0166,S,101.0,71.0,56,1,Port Scan
192.168.1.34,203.0.113.40,64882,80,UDP,902,9,6.975,,9.0,3.0,9,0,Normal
192.168.1.31,203.0.113.30,20514,443,TCP,260,10,0.5059,A,10.0,5.0,15,0,Normal
192.168.1.100,185.156.177.5,11089,443,TCP,1249,152,6.4155,A,2.0,1.0,95,1,Malware
203.0.113.195,192.168.1.20,20148,22,TCP,195,25,1.3645,PA,99.0,1.0,92,1,Brute Force
192.0.2.89,192.168.1.10,13140,7205,TCP,64,2,0.0271,S,478.0,67.0,68,1,Port Scan
203.0.113.195,192.168.1.50,5063,80,TCP,71,2363,1.2771,S,735.0,1.0,98,1,DDoS
192.168.1.88,203.0.113.27,64307,80,TCP,1471,20,8.6703,A,8.0,5.0,7,0,Normal
192.168.1.31,203.0.113.88,32236,80,TCP,587,6,0.7838,PA,4.0,1.0,66,1,Phishing
192.168.1.72,203.0.113.19,54007,443,TCP,322,9,0.4363,A,2.0,4.0,6,0,Normal
192.168.1.34,203.0.113.37,54931,443,TCP,366,23,8.3427,A,5.0,3.0,2,0,Normal
192.168.1.10,203.0.113.44,6727,80,TCP,1203,15,3.9796,A,6.0,3.0,14,0,Normal
192.0.2.89,192.168.1.10,61131,1844,TCP,64,2,0.0158,S,340.0,87.0,68,1,Port Scan
198.51.100.42,192.168.1.50,50725,80,TCP,97,3866,0.6363,S,697.0,1.0,100,1,DDoS
192.168.1.45,203.0.113.22,3479,443,TCP,628,8,4.0357,A,10.0,5.0,12,0,Normal
203.0.113.195,192.168.1.20,3565,22,TCP,223,38,1.0809,PA,134.0,1.0,89,1,Brute Force
192.168.1.67,203.0.113.88,21402,80,TCP,580,9,0.776,PA,7.0,1.0,68,1,Phishing
192.168.1.33,203.0.113.35,48786,443,TCP,1302,16,6.4591,A,4.0,4.0,6,0,Normal
192.168.1.30,203.0.113.10,60886,80,TCP,897,29,7.412,A,9.0,3.0,1,0,Normal
198.51.100.42,192.168.1.50,34792,80,TCP,67,4794,0.3432,S,405.0,1.0,86,1,DDoS
203.0.113.24,192.168.1.15,17374,80,TCP,3701,10,1.7628,PA,7.0,1.0,39,1,SQL Injection
192.168.1.99,198.51.100.42,9142,8080,TCP,221,5,1.2151,PA,32.0,1.0,95,1,Botnet
192.168.1.85,203.0.113.30,11740,80,TCP,593,29,7.4921,A,2.0,3.0,0,0,Normal
192.0.2.89,192.168.1.69,26357,0,ICMP,32,2,0.0262,,97.0,10.0,70,1,Reconnaissance
192.168.1.27,203.0.113.49,60761,443,TCP,1389,7,1.7403,A,1.0,2.0,8,0,Normal
198.51.100.42,192.168.1.50,40892,80,TCP,122,3356,0.4528,S,677.0,1.0,94,1,DDoS
198.51.100.42,192.168.1.50,45404,80,TCP,102,2815,1.0582,S,693.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.20,23062,22,TCP,166,16,3.0692,PA,60.0,1.0,81,1,Brute Force
198.51.100.42,192.168.1.50,53808,80,TCP,101,4574,0.4632,S,628.0,1.0,97,1,DDoS
192.168.1.55,203.0.113.26,26469,80,UDP,136,26,5.8344,,10.0,2.0,10,0,Normal
203.0.113.10,192.168.1.15,48639,80,TCP,4493,7,2.6912,PA,3.0,1.0,19,1,SQL Injection
192.168.1.100,45.227.254.3,7420,443,TCP,1245,385,17.2239,A,2.0,1.0,96,1,Malware
192.0.2.89,192.168.1.10,58134,9594,TCP,64,2,0.0469,S,110.0,80.0,51,1,Port Scan
192.168.1.45,203.0.113.21,57803,443,UDP,1259,23,5.8073,,10.0,1.0,15,0,Normal
192.168.1.16,203.0.113.35,59313,80,TCP,1088,9,1.207,A,7.0,5.0,9,0,Normal
192.168.1.25,203.0.113.31,28097,8080,UDP,372,4,1.3823,,4.0,3.0,13,0,Normal
192.168.1.54,203.0.113.36,38340,80,UDP,357,17,3.1707,,3.0,1.0,15,0,Normal
192.168.1.66,203.0.113.21,22823,53,TCP,426,23,3.141,A,1.0,1.0,14,0,Normal
192.168.1.24,203.0.113.18,18949,443,TCP,409,9,5.767,A,3.0,4.0,2,0,Normal
192.0.2.89,192.168.1.10,9504,6281,TCP,64,1,0.0047,S,152.0,96.0,61,1,Port Scan
192.168.1.23,203.0.113.37,63287,443,UDP,723,3,7.5709,,9.0,2.0,0,0,Normal
192.0.2.89,192.168.1.99,45375,627,UDP,64,1,0.0042,,15.0,29.0,58,1,Reconnaissance
198.51.100.42,192.168.1.50,30903,80,TCP,126,3307,0.603,S,392.0,1.0,90,1,DDoS
192.168.1.80,203.0.113.22,63157,80,TCP,890,28,0.2011,A,4.0,2.0,6,0,Normal
198.51.100.42,192.168.1.50,49132,80,TCP,96,3573,1.1797,S,838.0,1.0,86,1,DDoS
192.0.2.89,192.168.1.10,39947,6829,TCP,64,2,0.0386,S,330.0,66.0,65,1,Port Scan
192.168.1.66,203.0.113.2,47021,53,TCP,484,7,6.955,A,1.0,3.0,13,0,Normal
192.168.1.48,203.0.113.22,44386,443,UDP,1420,6,5.2079,,10.0,5.0,4,0,Normal
192.168.1.68,203.0.113.10,28472,80,UDP,278,29,5.1207,,10.0,1.0,9,0,Normal
192.0.2.89,192.168.1.250,8495,0,ICMP,32,1,0.0185,,62.0,28.0,50,1,Reconnaissance
203.0.113.40,192.168.1.15,3606,80,TCP,1852,5,2.1791,PA,2.0,1.0,36,1,SQL Injection
203.0.113.40,192.168.1.15,38651,80,TCP,2848,6,2.1108,PA,5.0,1.0,19,1,SQL Injection
192.0.2.89,192.168.1.174,18333,641,UDP,64,2,0.0372,,22.0,12.0,40,1,Reconnaissance
192.168.1.100,185.156.177.5,56860,443,TCP,1337,368,53.3162,A,1.0,1.0,90,1,Malware
192.168.1.78,203.0.113.11,54433,80,TCP,438,13,1.1472,A,7.0,4.0,8,0,Normal
192.168.1.50,203.0.113.36,55792,80,TCP,1476,15,8.5082,A,7.0,2.0,3,0,Normal
192.168.1.24,203.0.113.48,9708,443,TCP,184,25,9.8159,A,3.0,1.0,13,0,Normal
203.0.113.2,192.168.1.15,60742,80,TCP,4304,10,0.572,PA,7.0,1.0,38,1,SQL Injection
192.168.1.49,203.0.113.38,55978,53,UDP,331,26,4.836,,8.0,1.0,13,0,Normal
192.168.1.41,203.0.113.48,29904,80,TCP,193,4,2.6235,A,6.0,1.0,7,0,Normal
192.168.1.28,203.0.113.32,65111,443,TCP,756,24,5.1958,A,10.0,1.0,13,0,Normal
192.168.1.10,203.0.113.45,44390,443,UDP,573,26,4.8245,,7.0,2.0,1,0,Normal
192.0.2.89,192.168.1.126,1787,657,UDP,64,1,0.0172,,45.0,13.0,72,1,Reconnaissance
203.0.113.25,192.168.1.15,15619,80,TCP,4147,12,1.6202,PA,8.0,1.0,25,1,SQL Injection
192.168.1.35,203.0.113.5,30323,22,TCP,307,13,9.8069,A,1.0,1.0,12,0,Normal
192.0.2.89,192.168.1.144,28047,0,ICMP,32,1,0.0331,,68.0,31.0,63,1,Reconnaissance
192.168.1.99,198.51.100.42,55111,8080,TCP,268,9,0.7903,PA,38.0,1.0,91,1,Botnet
192.168.1.12,203.0.113.12,7409,443,TCP,1413,27,2.2253,A,6.0,3.0,9,0,Normal
192.168.1.99,203.0.113.33,36917,443,TCP,829,19,7.0239,A,1.0,2.0,15,0,Normal
192.168.1.56,203.0.113.18,10228,443,TCP,902,29,1.0785,A,10.0,2.0,6,0,Normal
192.0.2.89,192.168.1.10,8937,6791,TCP,64,1,0.0927,S,478.0,93.0,68,1,Port Scan
203.0.113.195,192.168.1.20,9099,3389,TCP,255,40,1.0174,PA,124.0,1.0,81,1,Brute Force
192.0.2.89,192.168.1.10,37280,2104,TCP,64,1,0.0394,S,357.0,88.0,78,1,Port Scan
192.168.1.81,203.0.113.23,22116,80,UDP,851,19,4.1925,,10.0,2.0,8,0,Normal
192.168.1.56,203.0.113.38,27098,22,TCP,666,13,4.5339,A,3.0,2.0,13,0,Normal
192.168.1.62,203.0.113.46,40511,443,TCP,1113,25,2.9961,A,9.0,3.0,6,0,Normal
192.0.2.89,192.168.1.10,14189,8256,TCP,64,3,0.0697,S,215.0,95.0,53,1,Port Scan
192.168.1.15,203.0.113.27,50882,443,UDP,1215,14,4.8089,,10.0,4.0,9,0,Normal
203.0.113.195,192.168.1.50,58530,80,TCP,82,3620,0.1743,S,257.0,1.0,91,1,DDoS
192.168.1.87,203.0.113.20,18520,443,TCP,393,27,9.8355,A,5.0,2.0,1,0,Normal
192.168.1.96,203.0.113.22,46282,80,TCP,668,28,2.048,A,9.0,1.0,11,0,Normal
203.0.113.195,192.168.1.20,54372,22,TCP,201,17,3.7717,PA,36.0,1.0,92,1,Brute Force
203.0.113.195,192.168.1.20,26422,22,TCP,192,33,1.8123,PA,141.0,1.0,94,1,Brute Force
192.168.1.45,203.0.113.40,55417,80,TCP,1361,10,7.0492,A,6.0,5.0,6,0,Normal
192.168.1.61,203.0.113.25,51889,443,TCP,460,26,2.9488,A,3.0,1.0,5,0,Normal
203.0.113.195,192.168.1.20,64100,22,TCP,195,27,1.5203,PA,104.0,1.0,88,1,Brute Force
192.168.1.95,203.0.113.41,1393,22,UDP,1019,13,7.0998,,3.0,1.0,4,0,Normal
192.0.2.89,192.168.1.141,61882,0,ICMP,32,2,0.0046,,100.0,30.0,73,1,Reconnaissance
192.168.1.59,203.0.113.21,15439,80,TCP,1130,8,0.6911,A,9.0,2.0,13,0,Normal
192.168.1.76,203.0.113.44,36615,22,TCP,890,20,0.9285,A,4.0,2.0,10,0,Normal
192.168.1.77,203.0.113.35,22720,53,TCP,665,14,2.1923,A,10.0,5.0,15,0,Normal
203.0.113.195,192.168.1.20,37811,22,TCP,190,38,4.8356,PA,117.0,1.0,90,1,Brute Force
192.168.1.24,203.0.113.41,26017,443,UDP,296,28,3.8649,,9.0,3.0,0,0,Normal
192.168.1.30,203.0.113.38,60749,80,TCP,831,19,5.1479,A,9.0,4.0,15,0,Normal
203.0.113.195,192.168.1.50,3897,80,TCP,64,1871,0.9777,S,415.0,1.0,91,1,DDoS
192.168.1.75,203.0.113.24,57709,8080,UDP,932,24,8.3583,,4.0,5.0,13,0,Normal
203.0.113.195,192.168.1.50,43397,80,TCP,68,3217,0.2225,S,255.0,1.0,90,1,DDoS
203.0.113.27,192.168.1.15,53073,80,TCP,3647,11,2.0755,PA,5.0,1.0,20,1,SQL Injection
192.168.1.49,203.0.113.14,2130,8080,TCP,1442,15,1.1919,A,1.0,5.0,2,0,Normal
198.51.100.42,192.168.1.50,50566,80,TCP,102,2874,0.9492,S,488.0,1.0,99,1,DDoS
192.168.1.99,203.0.113.39,26020,80,TCP,1417,15,0.3179,A,3.0,5.0,7,0,Normal
203.0.113.195,192.168.1.20,9961,22,TCP,223,19,4.8296,PA,31.0,1.0,84,1,Brute Force
203.0.113.195,192.168.1.20,9100,22,TCP,181,19,3.9932,PA,145.0,1.0,91,1,Brute Force
203.0.113.13,192.168.1.15,14900,80,TCP,4326,8,2.5869,PA,3.0,1.0,13,1,SQL Injection
192.168.1.100,185.156.177.5,12909,443,TCP,1234,198,18.7878,A,2.0,1.0,96,1,Malware
192.168.1.100,185.156.177.5,39073,443,TCP,1235,367,54.5065,A,3.0,1.0,92,1,Malware
192.168.1.39,203.0.113.88,30557,80,TCP,419,10,0.4192,PA,7.0,1.0,67,1,Phishing
192.168.1.91,203.0.113.18,52513,443,TCP,1376,10,4.3669,A,6.0,2.0,10,0,Normal
192.168.1.91,203.0.113.37,58557,443,TCP,1011,18,4.4591,A,5.0,4.0,3,0,Normal
192.168.1.85,203.0.113.15,12543,443,TCP,1306,23,0.8289,A,5.0,2.0,6,0,Normal
192.0.2.89,192.168.1.10,18275,9534,TCP,64,3,0.0411,S,352.0,63.0,79,1,Port Scan
203.0.113.39,192.168.1.15,3426,80,TCP,3407,10,1.0583,PA,8.0,1.0,28,1,SQL Injection
203.0.113.38,192.168.1.15,49076,80,TCP,3290,11,1.7554,PA,7.0,1.0,17,1,SQL Injection
203.0.113.195,192.168.1.20,56597,22,TCP,173,15,3.2654,PA,102.0,1.0,84,1,Brute Force
192.168.1.94,203.0.113.49,49253,443,TCP,1054,26,9.3924,A,1.0,2.0,15,0,Normal
192.168.1.47,203.0.113.28,16211,22,TCP,605,5,3.7007,A,1.0,2.0,11,0,Normal
192.168.1.54,203.0.113.9,26458,443,UDP,995,18,8.8167,,1.0,3.0,3,0,Normal
